# ITD District 2 NextXDSegI repair table - derived by corridors.repair_links
# district: 2
# radius_m: 25.0
# max_bearing_delta_deg: 90.0
# require_same_bearing: True
# bearing_probe_m: 30.0
# n_segments: 3499
# n_null_next: 691
# n_fill: 448
# n_override: 16
# ambiguous_fill: 9
# ambiguous_override: 0
# skipped_off_subset: 49
# crs: EPSG:32611
# route_junction rows (ROADMAP Item 51): extents.route_junction_repairs on ITD route
#   membership - where a route turns off INRIX's link (the link is null or leaves every
#   route the segment carries) onto a head nothing in the route links into, starting on
#   the segment's second half within 20 m, turning <= 120 deg, milepost-consistent where
#   both lie on one SHS line. These cross XDGroups, unlike fill/override.
# n_route_junction: 14
segment,old_next,new_next,kind,gap_m,bearing_delta_deg,xdgroup,road_name,lanes
124641043,,124028018,fill,6.241087942676954e-07,0.70709097484621,300175,Preston Ave,1.025
124642443,,124038974,fill,9.313225746154783e-10,0.507154870570389,296300,Hill St,1.0
124646106,,124197625,fill,1.367880031466484e-08,0.7250993171262508,306109,11th Ave,1.024
124647779,,440949905,fill,4.860339686274529e-08,0.6288351812546011,304920,E 3rd St,1.0
124651831,,124725445,fill,1.0238333098349374e-06,6.980464323026325,303498,Frontage Rd,1.0
124661504,,123962561,fill,0.0,0.9924900334470692,297520,10th St,1.0
124661672,,1236943781,fill,0.0,0.0727137441645027,306620,4th St,1.0
124661775,,124272200,fill,0.0,0.0007110527112104,300835,Prairie Ave,1.0
124661783,,124081004,fill,0.0,0.0162789731248835,300834,Walnut St,1.0
124661853,,123935592,fill,2.0489179322710232e-08,0.9004243442924462,296499,S Jackson St,1.0
124665985,,124181096,fill,0.0,0.8946090632486232,306492,Old North South Hwy,1.0
124666001,,124217466,fill,0.0,0.6825869765050356,306105,29th St,1.0
124679305,,124282329,fill,0.0,0.0057397205714551,306260,Talmaks Rd,1.0
124679422,,124801887,fill,0.0,0.7118896661762619,300471,5th St,1.105
124681944,,124945217,fill,9.313225746154783e-10,1.5676618499711594,306105,29th St,1.0
124683927,,124443020,fill,0.0,0.7893019440062403,299403,S Main St,1.0
124683929,,124049503,fill,0.0,1.366624656931691,297337,W Taylor Ave,1.0
124685956,,385684754,fill,0.0,14.399579395659371,324979,W D St,1.051
124691424,,124089372,fill,0.0,0.2560200095556979,301855,Talmaks Rd,1.0
124698358,,124236870,fill,0.0,0.4945814515389202,299285,5th St,1.066
124702707,,124232548,fill,0.0,0.2184020606335366,300416,S Blake Ave,1.0
124708423,,124272339,fill,0.0,1.5784617576076414,295875,18th St N,1.0
124708436,,124071622,fill,0.0,0.0032857043660783,302048,4th Ave,1.0
124710299,,124344371,fill,1.862645149230957e-09,0.0402086492616149,301855,Talmaks Rd,1.0
124711138,,124271273,fill,9.313225746154783e-10,0.0386399111739592,300834,Walnut St,1.0
124715581,,386048070,fill,9.313225746154783e-10,1.560272815481767e-05,326181,N Jackson Rd,1.0
124722502,,124759302,fill,1.2320992789441575e-06,0.2284608750758252,303498,Frontage Rd,1.0
124725445,,124426481,fill,0.013202931809342,0.3945700729133818,303498,Frontage Rd,1.0
124727893,,125022866,fill,3.427053583825978e-07,0.06527179368436,299385,Frontage Rd,1.0
124727928,,124442135,fill,9.158149681436827e-06,0.9962704353125104,305948,4th St,1.0
